author,number,labels,title,state,date,body,URL,files_changed,merged_at,issue,comments,comments_review
chrisvfritz,6327,,"Allow v-bind=""$attrs"" with v-on=""$listeners"" to work with v-model",closed,2017-08-08,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix?
- [x] Feature

**Does this PR introduce a breaking change?** (check one)

- [x] No, unless someone was using `v-model` to purposefully bind an element's value directly to a DOM Event, which I think would be strange.

If adding a **new feature**, the PR's description includes:

- [x] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

I brought this up in #6216 a couple weeks ago and it didn't encounter any opposition, so here we go! 

__TLDR__: Since `v-bind=""$attrs""` and `v-on=""$listeners""` were added, a lot of people have been assuming that combining these should be sufficient to allow `v-model` on the component. This PR makes `v-model` work as users expect.",https://github.com/vuejs/vue/pull/6327,"['build/release-weex.sh', 'packages/weex-template-compiler/build.js', 'packages/weex-template-compiler/package.json', 'packages/weex-vue-framework/factory.js', 'packages/weex-vue-framework/index.js', 'packages/weex-vue-framework/package.json', 'src/compiler/directives/model.js', 'src/core/vdom/create-component.js', 'test/unit/features/directives/model-component.spec.js', 'test/weex/compiler/v-model.spec.js', 'test/weex/runtime/events.spec.js']",,,"I just noticed some Weex tests are failing. I could easily make them pass, but due to the nature of the tests and my own lack of experience with Weex, I'm not confident this would actually guarantee working behavior. 

@Jinjiang Would you mind taking a look? Is it safe to update the tests, or is it possible my changes would break Weex?Seems `$event.target.value` will break weex, browser-based code shouldn't exist in cross-platform part.@javoski Are you sure this would break Weex? I only try to access `$event.target.value` if the `$event` is an object and `$event.type === 'input'`. In cases where a DOM Event (or something resembling a DOM Event) isn't attached to the component event (which I think should always be the case in native environments), Weex would not see changed behavior.@chrisvfritz sorry it's still loading status in ""$ bash build/ci.sh"" part of the ci report (maybe my network problem). I will have a look in the deep. Just a moment please :-)@chrisvfritz This commit is fine. Currently you can just skip these failed test cases in weex. And @Hanks10100 and I will fix them later.
Thanks.@chrisvfritz After I confirmed that this feature will not destroy weex, I will modify those failed test cases and add the corresponding case in Weex.@chrisvfritz  I fixed the test case in Weex and send a PR (https://github.com/chrisvfritz/vue/pull/1) to your branch. The CI is passed.

Your modification didn't break Weex, but not consider the difference of it.

As I write in that PR:

> In Weex, the structure of the `<input>` element has a slight difference with Web, it doesn't have the `value` property but has `attr.value`.Can this be merged? It would be a great help for wrapping inputs!See https://github.com/vuejs/vue/issues/6216#issuecomment-333648093Yeah, I agree it felt a little hacky and certainly didn't cover every use case. Part of me was hoping you'd think of some small refactor that would simplify things, but we weren't lucky this time. 🙂 ",
strandjun,6310,,beautify code,closed,2017-08-07,"remove unnecessary `else{}`.

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [x] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6310,['src/core/global-api/assets.js'],,,"IMO the previous version is much clear to read, understand and maintain.
The usage of if..else.. is much understandable than modified one.
It's not always shorter is better.Thanks for the proposal but the usage of if/else even with return statements is indeed intendedok, thank you for your patience",
OuYancey,6303,,docs: add PRs welcome badge,closed,2017-08-05,"
<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe: **Better to get contributing guide and more friendly.**

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6303,['README.md'],,,"I think that badge is really useless because all open source projects should welcome PRs...ok, you are right. closed",
shengxinjing,6295,,fix(eslint): add eslint-plugin-html in devDependencies,closed,2017-08-04,"can't find eslint-plugin-html when execute npm run lint

6294

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6295,['package.json'],,,Thanks for your help but this is not necessary because that plugin is already included by [eslint-plugin-vue-libs](https://github.com/vuejs/eslint-plugin-vue-libs/blob/master/package.json#L20),
javoski,6244,,close #6241 : support .sync modifier on prop object properties in deep,closed,2017-07-28,"close #6241 .
<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [x] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

",https://github.com/vuejs/vue/pull/6244,"['build/release-weex.sh', 'packages/weex-template-compiler/build.js', 'packages/weex-template-compiler/package.json', 'packages/weex-vue-framework/factory.js', 'packages/weex-vue-framework/index.js', 'packages/weex-vue-framework/package.json', 'src/core/instance/events.js', 'test/unit/features/directives/bind.spec.js']",,['6241'],See https://github.com/vuejs/vue/issues/6241#issuecomment-326688288,"Should we do `^update:([\w.$]+[^.])\.([\w$]+)$` to prevent things like `update:foo..bar`hmm, nvm, it doesn't seem to be necessary@javoski  `update:.foo.bar` would still pass through the regex and produce the same matching length

isn't it undesirable, since you're getting the first split chunk? removing the first dot from your expression would deal with this

`^update:([\w$]+)\.([\w$]+)$`@jpsouzasilva Thanks for pointing this out, actually the event `'update:.foo.bar'` will not get into the Regex validation process unless there is an event named `'update:'` exists in the instance. However, we can modify the regex to `/^update:([\w$][\w.$]+)\.([\w$]+)$/` to make it more robust."
nickmessing,6227,,refactor($compile): Disable warn if v-model is used with ternary text-like types for input.,closed,2017-07-26,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [x] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**

#6158",https://github.com/vuejs/vue/pull/6227,"['src/platforms/web/compiler/directives/model.js', 'test/unit/features/directives/model-dynamic.spec.js']",,,Move to #6344,"Does a regexp like this introduce too much complexity that's not worth it?Shouldn't use [makeMap](https://github.com/vuejs/vue/blob/dev/src/shared/util.js#L87) be enough? Don't we want to check if dynamic type is one of those?~oh, you actually did that an #6344~
we need the opposite 😆 @posva, #6344 is about compiling itself while this PR is just to remove Warning in this specific scenario.I meant for the `makeMap` function 😆 Oh, yeah, we could use 
```
/^[^?]{1,}\?\s*('|""|`)([a-z]*)\1\s*:\s*('|""|`)([a-z]*)\3\s*$/
```
and just checks `[2]` and `[4]` with `makeMap`. I'll add this changes to #6344 instead because `isTextInputType` is moved over there."
gebilaoxiong,6204,,chore(runtime): correctly render the embed attribute allowfullscreen,closed,2017-07-25,"#6202

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe:

correctly render the embed attribute allowfullscreen

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6204,"['build/release-weex.sh', 'packages/weex-template-compiler/build.js', 'packages/weex-template-compiler/package.json', 'packages/weex-vue-framework/factory.js', 'packages/weex-vue-framework/index.js', 'packages/weex-vue-framework/package.json', 'src/platforms/web/util/attrs.js']",,,"FYI, `allowfullscreen` is indeed a [Boolean attribute](https://html.spec.whatwg.org/multipage/iframe-embed-object.html#attr-iframe-allowfullscreen) and in the spec it can only be used on `<iframe>`. Changing it to enumerable would break its usage on `<iframe>`.

Flash's usage of `allowfullscreen` on `<embed>` is technically not spec compliant. However, this usage seems to be widely adopted so I added a special case in https://github.com/vuejs/vue/commit/d77b95317cedae299605fb692e2c7c67796b17cb .",
alfa-jpn,6203,,"fix #4223, add interpolation config.",closed,2017-07-25,"**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [x] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**

Sorry for create pr before approval...

This PR perfectly fix #4223.

Usage
```javascript
Vue.config.interpolation = false // default is true.
```

Best regards,",https://github.com/vuejs/vue/pull/6203,"['build/release-weex.sh', 'packages/weex-template-compiler/build.js', 'packages/weex-template-compiler/package.json', 'packages/weex-vue-framework/factory.js', 'packages/weex-vue-framework/index.js', 'packages/weex-vue-framework/package.json', 'src/compiler/parser/text-parser.js', 'src/core/config.js', 'test/unit/modules/compiler/parser.spec.js']",,['4223'],"Hi @alfa-jpn, thanks for your contribution.

However, there is no silver bullet for server side vue template, especially when users want to mix user generated content with programmer's template. IMHO, Vue's users can and should think over how to separate UGC and template.

On the other hand, Vue's API is already large enough. `Vue.config.interpolation` can be easily replaced by `v-pre` that already exists. Users can even provide non-matching regex to mock this pull request. 

While we thank your contribution, we might still keep our API surface not too large. (Vue's API is already not as small as it used to be). For more reasoning, please see https://github.com/vuejs/vue/issues/6004#issuecomment-312404196.@HerringtonDarkholme 
Tanks for reply.

I see.
I also agree with a policy of minimum API.

But, the non-matching regex is weak to version up, because it's implemented by a mocking replace method of string.
(please see https://github.com/vuejs/vue/issues/4223#issuecomment-272113467 about `v-pre` )

So, I created plugin.
https://github.com/alfa-jpn/vue-disable-interpolation

",
gui-rangel,6099,,fvevvve,closed,2017-07-13,"efv

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [ ] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [ ] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [ ] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [ ] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6099,['bla4'],,,Made by mistake,
jkzing,6098,,"fix #6093, inject should not be merged with Object.create",closed,2017-07-13,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ x When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
fix [https://github.com/vuejs/vue/issues/6093](https://github.com/vuejs/vue/issues/6093)

`Object.create` is not adding 'own property' to the object, which caused injections not injected properly.😭",https://github.com/vuejs/vue/pull/6098,"['src/core/util/options.js', 'test/unit/features/options/inject.spec.js']",,,"Thanks for the PR.
Actually there's no need to add another merge strategy function, it's an issue about using `Object.keys()` to iterate inject object while using `for...in` on other options. (`Object.keys()` will not enumerates properties in the prototype chain, but `for...in` does). 
See [https://github.com/vuejs/vue/blob/dev/src/core/instance/inject.js#L21](https://github.com/vuejs/vue/blob/dev/src/core/instance/inject.js#L21)

So my suggestion is:
```js
strats.props =
strats.methods =
strats.inject =
strats.computed = function (parentVal: ?Object, childVal: ?Object): ?Object {
  if (!parentVal) return childVal
  const ret = Object.create(null)
  extend(ret, parentVal)
  if (childVal) extend(ret, childVal)
  return ret
}
```

```js
// Just delete this line will fix that issue :
if (!childVal) return Object.create(parentVal || null)
```@javoski You are right, I did think about that too. But I just didn't have the confident to remove that line directly. (I was afraid it's using `Object.create` for a reason)

Anyway, If it works totally OK without `Object.create`, it's better to merge your PR, and feel free to close this one when merging it.Thanks, #6093 seems to be a simpler fix.",
eddyerburgh,6074,,chore: add .idea directory to .gitignore,closed,2017-07-11,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe: Add .idea directory to .gitignore

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

**Other information:**
",https://github.com/vuejs/vue/pull/6074,['.gitignore'],,,"I didn't know you could have a global .gitignore.

Agreed that it probably makes more sense there",
Kingwl,6060,,fix(core): injections should not always reactive #(5913),closed,2017-07-09,"fix #5913

<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [x] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
",https://github.com/vuejs/vue/pull/6060,"['src/core/instance/inject.js', 'src/core/observer/index.js', 'src/core/util/lang.js', 'test/unit/features/options/inject.spec.js']",,['5913'],Thanks - see https://github.com/vuejs/vue/commit/8d66691ee264969447390822971b8caa029cac3e we can use the `observerState.shouldConvert` flag to disable recursive conversion when using `defineReactive` (also used when initializing props).,
heug,6041,"backlog, contribution welcome",ci(CircleCI Config): Migrate to CircleCI 2.0 with workflows,closed,2017-07-06,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [x] Other, please describe: CI Improvement

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**
CircleCI 2.0 allows for faster performance and reduced overall time to build and test by utilizing parallel testing via workflows. The codebase and dependencies are downloaded, cached, and are then used as part of a common workspace for the different components in `npm run test`, which have been split into four parallel containers.

Tests should complete in around 1m45s once the initial testing and caching has been done with CircleCI 2.0, compared to around 4m currently.
",https://github.com/vuejs/vue/pull/6041,['.circleci/config.yml'],,,"Thanks for PR, but why is the v2 config file so much more complex? What's the advantage of this over the current shell script?Hi, thanks for reviewing!

Circle's v2 provides much more customization over v1, and as such requires a lengthier configuration file. The v2 config file in the PR pulls the code, restores and updates the dependency cache, and provides this environment as a common workspace in separate containers for the different types of testing that were present in `npm run test`. The different tests run in parallel now instead of sequentially, cutting the time to build and test by almost half compared to the v1 config.Isn't there a simpler syntax for that. 130 lines of yml config looks like an overkill 😭 
edit: don't get me wrong, cutting the time of build by 50% is amazing, but people actually need to learn too much before being able to edit that fileUnfortunately no, I did the best I could by using references at the top of the yml to avoid repeating many of the lines. I'd be happy to go back in and comment all the things so people can follow along and contribute more easily in the future if that sounds good!Personally, I think this can save quite some time. Having comments do help.
As a CircleCI user, v2 looked super interesting but when I wanted to use it, I was overwhelmed by how complicated it was compared to v1 (can work with zero config). It's clear how powerful it is in complex projects. Having you writing a config for vue makes it much easier understand how it works 🙂 I played with this in the CI branch and indeed it greatly speeds up the build, but the base Node image in CircleCI 2 doesn't have java so the Selenium-based e2e tests cannot be run. If anyone wants to take this over and find a suitable docker image to use, contributions are welcome.@heug thanks again for the PR! We have enabled CircleCI 2 in https://github.com/vuejs/vue/pull/6627 :)",
ai,6015,,test: test bundle size,closed,2017-07-02,"**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [ ] Feature
- [ ] Code style update
- [ ] Refactor
- [x] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [ ] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [ ] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)

**Other information:**

[size-limit](https://github.com/ai/size-limit) is a tool to show how many kilobytes your JS library increases the user bundle. You can set size budget and size-limit will prevent JavaScript libraries bloat on Travis CI.

It already used in Autoprefixer, PostCSS and JSS. For instance, I reduce Logux Client size 2x because I found some unexpected huge dependencies.

For Vue this tool can be useful to always know project size and prevent unexpected size regression.",https://github.com/vuejs/vue/pull/6015,"['dist/vue.min.js', 'package.json', 'yarn.lock']",,,"Thanks for the pr Andrey 🙂 
I'm not sure this is useful for Vue because it doesn't have any dependency and also because we use rollup for bundling. The tools looks interesting, really like the fact that you added a way to run the bundle analyzer

edit: The question I ask myself if it is going to break at least one. Otherwise it may not be worth the extra CI time (which I haven't checked)@posva yeap, tool is much effective in project with dependencies :D.

But even without dependencies some wrong `process` usage could increase bundle size for few KB.

Anyway, Vue is already small, so it is up to you, to lint bundle size or not :)@posva BTW, React is planning to add this kind of tool too https://github.com/facebook/react/pull/10090

But since you have no dependencies and already build-in file, maybe `bundlesize` by @siddharthkp will be better for you. It doesn’t run webpack, so results is not so accurate, but in other hand tool works faster.@ai I see, yeah, bundlesize may be useful since it checks a generated file but lets you generate it as you wantHey thanks for the PR @ai - in fact, Vue's build script already logs the size for every dist file when they are built, and we don't have any dependencies, so I believe an extra tool is unnecessary.",
yozman,6012,,"fix #6011, feat($core): add string type getter for computed option",closed,2017-07-02,"<!--
Please make sure to read the Pull Request Guidelines:
https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#pull-request-guidelines
-->

<!-- PULL REQUEST TEMPLATE -->
<!-- (Update ""[ ]"" to ""[x]"" to check a box) -->

**What kind of change does this PR introduce?** (check at least one)

- [ ] Bugfix
- [x] Feature
- [ ] Code style update
- [ ] Refactor
- [ ] Build-related changes
- [ ] Other, please describe:

**Does this PR introduce a breaking change?** (check one)

- [ ] Yes
- [x] No

If yes, please describe the impact and migration path for existing applications:

**The PR fulfills these requirements:**

- [x] It's submitted to the `dev` branch for v2.x (or to a previous version branch), _not_ the `master` branch
- [x] When resolving a specific issue, it's referenced in the PR's title (e.g. `fix #xxx[,#xxx]`, where ""xxx"" is the issue number)
- [x] All tests are passing: https://github.com/vuejs/vue/blob/dev/.github/CONTRIBUTING.md#development-setup
- [x] New/updated tests are included

If adding a **new feature**, the PR's description includes:
- [x] A convincing reason for adding this feature (to avoid wasting your time, it's best to open a suggestion issue first and wait for approval before working on it)
check for this [issue](https://github.com/vuejs/vue/issues/6011), also [Chinese version](https://github.com/yozman/bianlifeng/issues/6)

**Other information:**",https://github.com/vuejs/vue/pull/6012,"['flow/options.js', 'src/core/instance/state.js', 'test/unit/features/options/computed.spec.js']",,,[https://github.com/vuejs/vue/issues/6011#issuecomment-312481663](https://github.com/vuejs/vue/issues/6011#issuecomment-312481663),
